title,url,text,angeklagt,anwalt,attacke,begangen,bel�stigung,beschuldigt,betrug,betr�ger,bezichtigt,brandstiftung,dealer,delikt,diebstahl,drogen,ehebruch,entf�hrung,ermittelt,erpressung,erstochen,festnahme,folter,gef�hrder,gericht,get�tet,haft,inzest,missbrauch,missbrauchs,misshandlung,mord,morde,mordes,n�tigung,opfer,polizei,prozess,raub,sexuelle,sexuellen,sexueller,staatsanwalt,staatsanw�ltin,staatsanwaltschaft,straftat,t�ter,t�terin,todesfolge,totschlag,t�tung,�berfall,�bergriffe,untreue,verbrechen,vergehen,vergewaltigung,verletzung,versuchter,vorwurf,sum,ntokens,mig_share
"Schäubles """"""""""""""""Jähzorn-Attacke"""""""""""""""" empört die SPD",https://www.sueddeutsche.de/politik/koalition-schaeubles-jaehzorn-attacke-empoert-die-spd-1.2883484,"Bundesfinanzminister Wolfgang Schäuble (CDU) hat einen heftigen Streit in der großen Koalition über den richtigen Kurs in der Flüchtlingspolitik ausgelöst. Der Finanzminister griff dabei Vizekanzler und SPD-Chef Sigmar Gabriel auch persönlich an. Schäuble nannte Gabriels Forderung nach einem Sozialpaket für bedürftige Bundesbürger parallel zur Flüchtlingshilfe """"""""erbarmungswürdig"""""""" und sprach von """"""""Gerede"""""""". Derartige Angriffe zwischen Ministern sind ungewöhnlich. Das gilt umso mehr, als Schäuble Gabriel während des G-20-Treffens in Shanghai kritisierte. Normalerweise gilt, dass man sich nicht im Ausland zur Innenpolitik äußert. Gabriel hatte ein """"""""neues Solidaritätsprojekt für unsere eigene Bevölkerung"""""""" mit Kita-Plätzen, mehr Geld für den sozialen Wohnungsbau und einer Aufstockung kleiner Renten sowie eine Abkehr vom Sparkurs gefordert. Der SPD-Chef und Wirtschaftsminister befürchtet, dass sich Bürger angesichts der Milliardenausgaben für Flüchtlinge benachteiligt fühlen, was für gewaltigen Unmut sorgen könnte. Schäuble sagte dazu: """"""""Wenn wir Flüchtlingen - Menschen, die in bitterer Not sind - nur noch helfen dürfen, wenn wir anderen, die nicht in so bitterer Not sind, das Gleiche geben oder mehr, dann ist das erbarmungswürdig."""""""" Dieses """"""""Gerede"""""""", dass er jetzt in allen Bereichen mehr Geld ausgeben müsse, """"""""damit nicht wegen der Flüchtlinge der Rechtsradikalismus steigt"""""""", sei """"""""nun wirklich erbarmungswürdig"""""""". Die SPD reagierte heftig auf diesen Angriff auf ihren Parteichef. SPD-Generalsekretärin Katarina Barley sprach von einer """"""""Jähzorn-Attacke"""""""" Schäubles gegen die """"""""soziale Versöhnung"""""""". Der Finanzminister habe """"""""auf diese Weise vor einem Jahr schon einmal ganz Europa gegen sich aufgebracht"""""""", sagte Barley in Anspielung auf Schäubles Haltung in der Griechenland-Krise. Auch Niedersachsens Ministerpräsident Stephan Weil (SPD) wies die Kritik Schäubles zurück. Der Finanzminister habe """"""""augenscheinlich immer noch nicht verstanden, worum es geht"""""""", sagte Weil der Süddeutschen Zeitung. Die Integration der Flüchtlinge sei """"""""eine nationale Aufgabe und sie wird viel Geld kosten - wir dürfen nicht den Eindruck aufkommen lassen, dies geschehe zu Lasten der Schwächeren in unserer Gesellschaft"""""""". Mehr Geld für Wohnen, Kitas, Schulen und für berufliche Qualifizierung - das helfe """"""""allen, stärkt den Zusammenhalt in unserer Gesellschaft und wird sich vielfach auszahlen"""""""". Weil sagte, er """"""""plädiere dafür, einen solchen Solidarpakt im Wege einer neuen im Grundgesetz verankerten Gemeinschaftsaufgabe längerfristig zu etablieren"""""""". Bundeskanzlerin Angela Merkel verteidigte dagegen Schäuble. Sie sagte am Sonntagabend in der ARD, der Eindruck """"""""für die Flüchtlinge macht ihr alles, für uns macht ihr nichts"""""""", sei falsch. Merkel verwies auf """"""""sehr gute Rentenerhöhungen"""""""", Gehaltssteigerungen, Verbesserungen in der Pflegeversicherung, bei der Palliativmedizin und beim Kindergeld, sowie auf die Rente mit 63 und die höhere Mütterrente. """"""""So zu tun, als bräuchten wir jetzt eine riesen zusätzliche Anstrengung, das sehe ich nicht"""""""", sagte Merkel zu Gabriels Forderung. Der SPD-Chef plädiert für ein """"""""neues Solidarprojekt"""""""", damit sich Einheimische nicht wegen der Ausgaben für Flüchtlinge benachteiligt fühlen. Das lehnt Schäuble ab. Zu Griechenland äußert sich der Finanzminister ungewöhnlich milde. Von Cerstin Gammelin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3354,0.00119260584376863
Eltern klagen 30 Jahre alten Sohn aus Hotel Mama,https://www.faz.net/aktuell/gesellschaft/menschen/new-york-30-jahre-alter-mann-aus-elternhaus-geklagt-15603094.html,"Er will einfach nicht ausziehen: Trotz fünf schriftlicher Bescheide und eines Geldangebots von umgerechnet knapp 1000 Euro weigert sich ein 30 Jahre alter Mann, aus dem Haus seiner Eltern im  amerikanischen Bundesstaat New York auszuziehen. Ein Richter des Obersten Gerichts des Bezirks Onondaga gab den Eltern nun recht – und wies den Sohn an, das Haus in Camillus rund 420 Kilometer nordwestlich von New York zu verlassen, wie amerikanische Medien am Dienstag berichteten. Nach einer verbalen Auseinandersetzung mit dem Sohn bezeichnete Richter Donald Greenwood die Forderung des Mannes nach einer zusätzlichen sechsmonatigen Kündigungsfrist als „unerhört“. Eine klare Frist bis zum Auszug setzte der Richter jedoch nicht. Für den jungen Mann dagegen besteht seit Jahren eine „Wohnübereinkunft“: Es sei nie verlangt worden, dass er einen Beitrag zu den Ausgaben leiste oder bei den Hausarbeiten oder der Instandhaltung des Hauses helfe, zitierte CNN aus Gerichtsakten. Nach dem Gerichtsbeschluss erklärte der junge Mann Journalisten, dass er die Entscheidung anfechten wolle – und kehrte allem Anschein nach in das Haus seiner Eltern zurück.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143,0
Vorwurf: Bewaffnete Gruppe beim BND,https://taz.de/Archiv-Suche/!516147&s=&SuchRahmen=Print/,BERLIN | Die Staatsanwaltschaft Heidelberg ermittelt gegen einen ehemals hochrangigen Mitarbeiter des Bundesnachrichtendienstes (BND) wegen des Verdachts der Bildung einer bewaffneten Gruppe und Verstoßes gegen das Waffengesetz. Der Auslandsgeheimdienst hatte nach einem Spiegel-Bericht selbst Anzeige gegen den damaligen Leiter der BND-Außenstelle in Mainz erstattet. Zuvor sei dort die Innenrevision auf den Mann aufmerksam geworden. Ein BND-Sprecher wollte den Fall nicht kommentieren. (dpa),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,494,0.00607287449392713
Reichlich Kohle für eine Tonne,https://taz.de/Archiv-Suche/!5038691&s=/,"BERLIN taz | Das Deutsche Kupferinstitut sieht die weltweite Versorgung mit Kupfer auch langfristig gesichert. Bei einem Pressegespräch in Berlin wehrte sich die Branche am Dienstag gegen „Falschmeldungen“, das universell genutzte Metall könnte in 40 Jahren knapp werden. Kupfer wird immer gebraucht, wenn Infrastrukturprojekte in der Bau-, Verkehrs- und Energieindustrie forciert werden. Hier würden „falsche Ängste provoziert“, sagte Anton Klassert, der Geschäftsführer des Kupferinstituts. Unterstützung kam auch von der Deutschen Rohstoffagentur. Die Geologin Maren Liedtke versicherte, dass Reserven und Ressourcen weiter anwüchsen: „Wir sehen keine Probleme.“ Die derzeit bekannten wirtschaftlich abbaubaren Reserven bezifferte Liedtke auf weltweit 660 Millionen Tonnen. Bei einem Kupferverbrauch von aktuell 17 Millionen Tonnen jährlich reiche dies 39 Jahre. Und laut Klassert erhöhen sich die Reserven in den nächsten Jahren: Weil der Kupferpreis zuletzt so stark gestiegen sei, lohne es sich nun auch, bislang unwirtschaftliche Vorkommen abzubauen. Einen starken Anstieg verzeichnet allerdings auch der Verbrauch: 1990 lag die Kupferproduktion bei 9 Millionen Tonnen. 2012 waren es schon 17 Millionen. Die künftige Steigerungsrate wird auf jährlich 2,5 bis maximal 6 Prozent geschätzt. Der angekündigte Vertreter des Club of Rome nahm nicht an dem Treffen teil – so dominierte eine einseitig rosige Einschätzung der Lage. Selbst die Preisexplosionen, in denen viele Wissenschaftler Signale sehen, dass sich die Ressourcen verknappen, wurden stark relativiert. Inflationsbereinigt seien die Preise zurückgegangen, sagte Klassert. Auch den Begriff Kupferverbrauch wies die Branche zurück. Das Metall könne ohne Qualitätsverlust wiederverwendet werden, deshalb gebe es im Wortsinn keinen Verbrauch. Dass Kupfer gerade in der Elektronik millionenfach in Kleinstmengen eingesetzt wird und dann im Hausmüll verschwindet, wurde nicht problematisiert. Ebenso wenig, dass die Versorgungssicherheit von wenigen Ländern abhängt. So ist Deutschlands Kupfernachschub eng mit Chile, dem wichtigstem Lieferanten, verknüpft, wo es immer wieder Produktionsausfällen gibt. „Unsere Versorgung steht auf wenigen Füßen“, sagt der Rohstoffspezialist des Wuppertal-Instituts, Rainer Lucas. Kritisch zur Kupferversorgung hat sich immer wieder der portugiesische Rohstoffexperte Rui Namorado Rosa geäußert. „Seit zwei Jahrzehnten wird mehr Kupfer gefördert als gefunden.“ Zudem würden sich viele große Kupferminen in den kommenden Jahren erschöpfen, wichtige Produzenten wie die USA, Kanada oder Sambia hätten ihr Fördermaximum bereits überschritten. Liegt also doch Peak Copper vor uns, der Gipfel der weltweiten Förderung mit anschließendem Rückgang? Die Experten des Kupferinstituts wollen davon nichts hören: Wegen der wachsenden Reserven und Ressourcen könne man den Zeitpunkt nicht bestimmen. Unstrittig ist immerhin, dass der Kupfergehalt der geförderten Erze ständig rückläufig ist und der Energieeinsatz wächst, der zur Gewinnung notwendig ist. In Sachen Umwelt sieht das Kupferinstitut vor allem Erfolge. Die Emission an Schwefeldioxid in den Kupferschmelzen sei stark zurückgegangen, sagte Kupferlobbyist Kassert. Der umstrittene Kupferabbau in ökologisch sensiblen Gebieten Alaskas war kein Thema.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3293,0.000911023382933495
Darida warnt gegen Spanien vor Anfangsphase,https://www.bild.de/sport/fussball/darida-warnt-gegen-spanien-vor-anfangsphase-46235330.bild.html,"Tours (dpa) - Bundesligaprofi Vladimir Darida hat seine tschechischen Teamkollegen vor einem Blitzstart der Spanier beim EM-Auftakt am Montag gewarnt. «Wir dürfen nicht in den ersten Minuten zwei Tore kassieren, sonst ist das Spiel vorbei», sagte der Mittelfeldspieler von Hertha BSC in Tours: «Da müssen wir vorsichtig sein und total effektiv.» Darida ist froh, gegen den Titelverteidiger und Mitfavoriten direkt zum Turnierbeginn zu spielen. «Ein sehr schwerer Gegner, aber ich freue mich auf das Spiel. Es ist vielleicht auch gut, dass wir auf diesen Gegner sofort am Anfang treffen», sagte der 25-Jährige.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,0
"Fitschen im Kirch-Prozess: """"""""Wir haben alle das Gleiche gesagt""""""""",https://www.spiegel.de/wirtschaft/unternehmen/kirch-prozess-deutsche-bank-chef-weist-schuld-von-sich-a-1039086.html,"Deutsche-Bank-Co-Chef Jürgen Fitschen will im Strafprozess wegen Betrugsverdachts offenbar keinen Keil zwischen sich und die mitangeklagten Ex-Vorstände treiben lassen. Er räumte am Dienstag vor dem Landgericht München zwar ein, dass er nicht dieselbe Erinnerung an ein Vorstandsgespräch über den damaligen Kreditkunden Leo Kirch habe wie seine Kollegen. """"""""Die Abweichungen waren völlig immateriell"""""""", betonte Fitschen jedoch. """"""""Egal in welcher Variation - wir haben alle das Gleiche gesagt, nur die Staatsanwaltschaft will es nicht wahrhaben.""""""""Fitschen sitzt gemeinsam mit seinen Vorgängern Josef Ackermann und Rolf Breuer sowie den Ex-Vorständen Clemens Börsig und Tessen von Heydebreck auf der Anklagebank. Nach Auffassung der Staatsanwaltschaft sollen die Manager ein anderes Gericht belogen haben, um eine milliardenschwere Schadensersatzklage des Medienunternehmers Kirch abzublocken.Die Ankläger sehen Fitschen zwar nicht als treibende Kraft. Aber sie werfen ihm vor, seine vier mitangeklagten Kollegen nicht davon abgehalten zu haben, das Oberlandesgericht München vor vier Jahren durch Falschaussagen zu täuschen.Kirch, der 2011 starb, hatte die Bank für den Zusammenbruch seines Imperiums im Jahr 2002 verantwortlich gemacht. Auslöser der Pleite war nach Kirchs Lesart ein Fernsehinterview des damaligen Deutsche-Bank-Chefs Breuer. Dieser hatte öffentlich über Zweifel an Kirchs Kreditwürdigkeit gesprochen. Damit habe Breuer, so die Anklage, Kirch zu einem lukrativen Beratungsmandat für die Bank zwingen wollen. Die Banker haben dies einhellig bestritten. Der Streit mit Kirch endete mit einem Vergleich. Fitschen sagte am Dienstag, nach seiner Erinnerung habe der Vorstand vor Breuers Fernsehinterview vereinbart, dass Breuer mit dem damals wirtschaftlich angeschlagenen Kirch ins Gespräch kommen sollte, um dessen Wünsche zu erfahren. Nach Aussagen der übrigen Ex-Vorstände sollte die Bank diesen Schritt jedoch erst gehen, falls ein anderes Medienunternehmen in dieser Angelegenheit ein Mandat der Bank wünsche. Damit habe ein Interessenkonflikt mit dem Kreditkunden Kirch vermieden werden sollen. Fitschen erklärte jedoch, aus seiner Sicht sei der Unterschied beider Varianten nicht wesentlich. Entscheidend sei gewesen, dass Breuer nicht beauftragt worden sei, von Kirch ein Mandat zu erlangen. ",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2312,0.00432525951557093
Steinmeier beendet Reise durch Nahost- und Golfstaaten,https://www.sueddeutsche.de/politik/international-steinmeier-beendet-reise-durch-nahost-und-golfstaaten-dpa.urn-newsml-dpa-com-20090101-140531-99-03941,Doha (dpa) - Mit einem Besuch im Golfstaat Katar geht die Reise von Außenminister Frank-Walter Steinmeier (SPD) durch den Nahen Osten und die Golfregion zu Ende. Im Mittelpunkt der Gespräche in der Hauptstadt Doha stehen die wirtschaftliche Zusammenarbeit sowie der Konflikt in Syrien. Katar gehört dank seiner Öl- und Gasvorkommen zu den reichsten Ländern der Welt. Im Jahr 2022 soll dort die übernächste Fußball-Weltmeisterschaft stattfinden. Wegen Menschenrechtsverletzungen und der Arbeitsbedingungen der vielen Bauarbeiter aus ärmeren Ländern steht Katar immer wieder in der Kritik. Zuvor hatte Steinmeier den Libanon und die Vereinigten Arabischen Emirate besucht.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,670,0.00447761194029851
AfD-Landeschef Junge verteidigt Äußerung Gaulands,https://www.sueddeutsche.de/politik/parteien-mainz-afd-landeschef-junge-verteidigt-aeusserung-gaulands-dpa.urn-newsml-dpa-com-20090101-180604-99-580152,"Mainz (dpa/lrs) - Der rheinland-pfälzische AfD-Chef Uwe Junge hat dem Bundesvorsitzenden Alexander Gauland Rückendeckung für dessen umstrittene Äußerung zum Nationalsozialismus gegeben. """"""""Die Gräuel des Nationalsozialismus wurden in der Rede von Herrn Dr. Gauland deutlich verdammt. Niemand in der AfD möchte eine Wiederauflage des Dritten Reiches oder anderer Unrechtsregime"""""""", teilte er am Montag auf Anfrage mit. Gauland habe deutlich gemacht, dass diese zwölf Jahre deutscher Geschichte angesichts der langen Geschichte der Deutschen wie ein """"""""Wimpernschlag"""""""" erschienen. """"""""Das ist eine Bewertung, die sich auf die zeitlichen Dimensionen bezieht und aus meiner Sicht keine Relativierung der Verbrechen des Nationalsozialismus darstellt."""""""" Gauland hatte beim Bundeskongress der AfD-Nachwuchsorganisation Junge Alternative am Samstag in Thüringen gesagt: """"""""Hitler und die Nazis sind nur ein Vogelschiss in über 1000 Jahren erfolgreicher deutscher Geschichte."""""""" Der Satz fiel nach einem Bekenntnis zur Verantwortung der Deutschen für den Nationalsozialismus mit Millionen ermordeten Juden und Millionen Kriegstoten. Am Montag erklärte Gauland nach vielfacher Kritik, es sei nicht seine Absicht gewesen, die Verbrechen des Nationalsozialismus zu bagatellisieren. Der rheinland-pfälzische Innenminister Roger Lewentz (SPD) zeigte sich empört: """"""""Das ist schon ein Zündeln an der Gesellschaft, und das ist nicht zu akzeptieren"""""""", sagte er der Deutschen Presse-Agentur. Lewentz hält es für geboten, auf längere Sicht die Beobachtung der AfD durch den Verfassungsschutz zu prüfen. """"""""Einen Teil der Verlautbarungen schätze ich mittlerweile als extremistisch ein"""""""", sagte der Minister. Er werbe dafür, dass die Innenminister diese Äußerungen sammelten und irgendwann zusammenführten. Darüber berieten die Innenminister bei ihrem Treffen ab Mittwoch in Quedlinburg. Die rheinland-pfälzische CDU-Vorsitzende Julia Klöckner hatte am Samstag bei Twitter geschrieben: """"""""Die systematische Ermordung von Juden, Sinti + Roma, Homosexuellen, Beeinträchtigten ist kein """"""""Vogelschiss"""""""", wie Gauland sagt, in Deutschlands Geschichte! Es ist das dunkelste + abstoßendste Kapitel gegen die Menschlichkeit in unserer Geschichte"""""""".",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2208,0.00271739130434783
Ausrüstungsmängel der Bundeswehr überschatten Bartels-Bericht,https://www.sueddeutsche.de/politik/verteidigung-ausruestungsmaengel-der-bundeswehr-ueberschatten-bartels-bericht-dpa.urn-newsml-dpa-com-20090101-180220-99-150728,"Berlin (dpa) - Neue Berichte über Ausrüstungsmängel bei der Bundeswehr überschatten die Vorstellung des Jahresberichts des Wehrbeauftragten. Der SPD-Politiker Hans-Peter Bartels will seinen jährlichen Bericht heute Bundestagspräsident Wolfgang Schäuble überreichen. Es wird eine sehr kritische Bilanz erwartet. Einmal im Jahr legt der Wehrbeauftragte Defizite in der Truppe offen. Am Montag war bekannt geworden, dass der Truppe für Nato-Verpflichtungen 2019 nicht nur Panzer, sondern auch Westen und Winterbekleidung fehlen.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,0
Bürgerkrieg in Syrien: Mehrere Tote bei Anschlag in Altstadt von Damaskus,https://www.spiegel.de/politik/ausland/anschlag-in-altstadt-von-damaskus-toetet-mehrere-menschen-a-908247.html,"Damaskus/Hamburg - Der syrische Bürgerkrieg erreicht die historische Altstadt von Damaskus: Bei einem Anschlag im christlichen Viertel Bab Scharki sind am Donnerstag nach Berichten der staatlichen Medien mindestens vier Menschen getötet und acht weitere verletzt worden.Das Staatsfernsehen machte einen Selbstmordattentäter für den Angriff verantwortlich. Der Mann habe sich nahe einer griechisch-orthodoxen Kirche in die Luft gesprengt. Der libanesische TV-Sender al-Majadin, der mehrere Reporter vor Ort hat, meldete, der Anschlag habe sich gegen einen Militärposten in der Umgebung der Kirche gerichtet.Sprecher der syrischen Rebellen teilten dagegen mit, die Explosion sei von einer Mörserbombe ausgelöst worden. Die Verantwortung für den Angriff wollten sie jedoch nicht übernehmen.Es war der erste größere Anschlag in der Altstadt von Damaskus seit Beginn des syrischen Bürgerkriegs. Das seit 4000 Jahren besiedelte Areal ist Teil des Unesco-Weltkulturerbes. Vor Beginn des Aufstands gegen Diktator Baschar al-Assad gehörte die Altstadt mit ihren Märkten, Restaurants, Kirchen und Moscheen zu den bedeutendsten Sehenswürdigkeiten Syriens. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1145,0.00349344978165939
Die Opposition hat genug,https://taz.de/Archiv-Suche/!5555985&s=&SuchRahmen=Print/,"Von Tobias Schulze Die Opposition im Bundestag wird einen Untersuchungsausschuss zur Berateraffäre des Verteidigungsministeriums einberufen. Darauf einigten sich Grüne, Linksfraktion und FDP am Mittwoch. Zuvor hatte am Vormittag der Verteidigungsausschuss schon zum zweiten Mal Ministerin Ursula von der Leyen (CDU) zum Thema befragt – und offenbar nicht die gewünschten Antworten erhalten. In der Affäre geht es um Verträge, die das Ministerium in großer Zahl mit Unternehmungsberatungen abgeschlossen hat. Allein in den Jahren 2015 und 2016 gab es für externe Berater mindestens 200 Millionen Euro aus. Der Bundesrechnungshof hält diese Ausgaben für unnötig und bemängelt, dass Vergaberichtlinien oft nicht eingehalten worden seien. Die Opposition vermutet dagegen auch Vetternwirtschaft. Der Vorwurf: Das Ministerium habe bewusst öffentliche Ausschreibungen vermieden. Zu Beginn der Woche hatte der Bundestag einen Ermittlungsbericht des Ministeriums erhalten. Nach Ansicht der Opposition wurden relevante Fragen darin aber ebenso wenig beantwortet wie im Verteidigungsausschuss selbst. „In den Sondersitzungen beschwichtigte das Verteidigungsministerium eher und widerspricht stur den Ausführungen des Bundesrechnungshofes. Die Ministerin sitzt derweil stumm daneben und sagt kein Wort“, sagte der Grünen-Abgeordnete Tobias Lindner. Am Mittwoch wollte der Verteidigungsausschuss eigentlich auch die ehemalige Staatssekretärin Katrin Suder befragen, die vor ihrer Zeit im Verteidigungsministerium für die Unternehmungsberatung McKinsey gearbeitet hatte. Suder erschien aber nicht. Ein Untersuchungsausschuss könnte sie, anders als ein regulärer Ausschuss, als Zeugin vorladen. Sie müsste in diesem Fall erscheinen. Für die Einsetzung eines U-Ausschusses reichen ein Viertel der Stimmen aus. Grüne, Linke und FDP haben zusammen so viel. meinung + diskussion 12 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1863,0.000536768652710682
Räuber stehlen Hund auf offener Straße,https://www.bild.de/regional/berlin/hund/aslan-ist-geraubt-worden-42216676.bild.html,"Berlin – Arm in Arm sitzen die Schwestern Sunita (18) und Lisa* (11) an der Bushaltestelle Brabanter Platz. Sie sind den Tränen nah, vermissen ihren geliebten Hund Aslan. Unbekannte raubten den süßen Staffordshire-Terrier-Mischling, rissen ihn Lisa am helllichten Tag auf offener Straße aus der Hand. Was ist genau passiert? ★ Rückblende: Sonntagnachmittag – gemeinsam mit einer Freundin führt die elfjährige Lisa den braun-weißen Hundewelpen (vier Monate) ihrer großen Halbschwester Sunita P. (18) durch Berlin-Wilmersdorf. Sie spazieren im Volkspark und die Straßen entlang, wollen sich noch mit weiteren Freundinnen treffen. Zwei Männer nähern sich ihnen. Aslan schnüffelt, einer der beiden streichelt ihn. Die Mädchen gehen weiter, warten gegen 14.55 Uhr an der Haltestelle Brabanter Platz. Plötzlich kommt einer der Männer zurück, meint, den Hund zu kennen. Er soll vermisst werden. Ohne lange abzuwarten, reißt er Lisa die Leine aus der Hand, rennt mit dem Hund auf dem Arm in Richtung Stadtbad Wilmersdorf. Die Freundinnen brüllen hinterher. „Das ging alles so schnell, ich wollte ihn halten, aber ich hatte keine Chance“, erinnert sich Lisa. Als sie unter Tränen ihre Schwester informiert, bricht für diese eine Welt zusammen. Mitte Juni hatte Sunita den verspielten Vierbeiner von einer Freundin übernommen. Anfangs sollte sie ihn verkaufen, doch mit der Zeit verliebte sich sogar ihre Mutter in den Kleinen. Aslan war fester Bestandteil der Familie. Er ist gechippt, mit Impfausweis und Papieren ausgestattet. „Ich habe große Angst, dass sie Aslan etwas antun, ihn irgendwo im Keller ohne Wasser und Futter halten“, sagt Sunita. Sie hofft auf die Hilfe der Polizei, die nun wegen schweren Raubes ermittelt. * Name geändert SIND SIE AUF FACEBOOK? WERDEN SIE FAN VON BILD BERLIN! Mehr News aus Berlin und Umgebung lesen Sie hier auf berlin.bild.de",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1855,0.00107816711590297
Geburt von Gorilla-Zwillingen,https://www.faz.net/aktuell/rhein-main/frankfurter-zoo-geburt-von-gorilla-zwillingen-13806762.html,"Der Frankfurter Zoo freut sich über Zwillingsnachwuchs bei seinen Gorillas. Die 26 Jahre alte Dian habe die beiden Kleinen am Dienstagmorgen problemlos in der Schlafbox zur Welt gebracht. „Alle Familienmitglieder waren bei der Geburt dabei“, sagte Zoodirektor Manfred Niekisch am Mittwoch. Dian habe schnell gelernt, mit beiden Babys auf dem Arm umherzulaufen. Allen gehe es gut - eines der Neugeborenen sei aber deutlich kleiner und schwächer als das andere. „Zwillingsgeburten sind bei Gorillas äußerst selten“, sagte Niekisch. Die letzte in einem deutschen Zoo liege fast 50 Jahre zurück und sei 1967 auch in Frankfurt gewesen. Das Geschlecht der neugeborenen Gorilla-Zwillinge ist noch nicht bekannt, da Mutter Dian sie ganz eng am Körper hält. Im Frankfurter Affenhaus Borgori-Wald leben fünf erwachsene Gorillas - neben Silberrücken-Mann Viatu vier Weibchen - sowie zwei Jungtiere. Die beiden kleinen Westlichen Flachlandgorillas hätten ein geschätztes Gewicht von je 1.200 bis 1.300 Gramm - „also im ganz normalen Bereich“, sagte Niekisch. Dian hat bereits Erfahrungen als Mutter - vor fünf Jahren brachte sie Sohn Quembo zur Welt. Dass sie jetzt wieder schwanger war, war laut Niekisch nicht klar: „Wir haben es gehofft, aber wir waren nicht sicher.“ Anzusehen sei es ihr nicht gewesen. Die Freude in Frankfurt ist umso größer, da in den vergangenen zwei Jahren zwei Gorillababys gestorben waren. Erst im Juli starb ein Jungtier eine Woche nach seiner Geburt. Mutter Shira (11) trug es tagelang mit sich herum. Die Geburt und die ersten Tage des Babys waren nach Angaben des Zoos völlig problemlos verlaufen, die Todesursache ließ sich Niekisch zufolge nicht mehr feststellen. Shira hatte 2013 schon ihr erstes Kind ein halbes Jahr nach der Geburt verloren, weil damals eine Darminfektion in der Frankfurter Gorilla-Gruppe grassierte. Das Jungtier war daran gestorben.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1876,0
